Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
17,Jacob Akanyirige\760e85e2,us USA,DF,San Jose,18,2001,0.8,38.8,45,86.1,873.8,276.3,8.75,10,87.5,21.3,25,85,8.75,10,87.5,0,0,0,0,6.25,0,0,3.75,Matches
18,Tesho Akindele\897304e5,ca CAN,FW,Orlando City,27,1992,9.1,23.6,30.1,78.5,350,59.2,13.6,16,84.9,7.14,9.56,74.7,1.87,2.2,85,0,0.1,-0.1,1.21,1.54,0.55,0.11,1.32,Matches
19,Ayo Akinola\214d2406,ca CAN,FW,Toronto FC,20,2000,11.8,11.2,14.4,77.6,155.8,18.1,6.69,7.8,85.9,3.31,4.41,75,0.51,0.68,75,0,0.03,-0.03,0.51,0.42,0.34,0.08,0.76,Matches
20,Oswaldo Alanís\e97787d9,mx MEX,DF,San Jose,30,1989,13.2,55.3,63.3,87.3,1328.7,447.3,15.6,17,91.6,25.2,26.8,94.1,14.4,18.9,76.3,0,0,0,0,5.45,0.23,0,4.47,Matches
21,Fatai Alashe\eb67fa0a,us USA,MF,FC Cincinnati,26,1993,0.3,16.7,16.7,100,430,0,0,0,,10,10,100,6.67,6.67,100,0,0,0,0,0,0,0,0,Matches
22,Fatai Alashe\eb67fa0a,us USA,MF,Columbus Crew,26,1993,4.8,39.6,47.7,83,792.5,185.8,15.6,18.3,85.2,17.7,19,93.4,5.83,8.75,66.7,0,0.04,-0.04,0.83,4.58,0.42,0,2.92,Matches
23,Ignacio Aliseda\bb8099ee,ar ARG,FWMF,Chicago Fire,19,2000,15.5,21.6,25.4,85,350.1,62.3,10.1,11.7,86.7,8.39,9.42,89,1.81,2.06,87.5,0.13,0.12,0.01,0.97,1.48,1.1,0.13,1.87,Matches
24,Osvaldo Alonso\8449bfda,cu CUB,MF,Minnesota Utd,34,1985,8.3,53.9,58.9,91.4,1064.7,319.5,21.9,23.5,93.3,23.1,24.6,94.1,8.55,9.76,87.7,0,0.05,-0.05,0.48,5.66,0.24,0.12,3.98,Matches
25,Jozy Altidore\8db8ad1e,us USA,FWMF,Toronto FC,30,1989,8.3,22.5,29,77.6,385.8,92.9,11.7,14.3,81.5,7.47,9.64,77.5,2.41,3.13,76.9,0,0.1,-0.1,1.33,2.53,1.45,0.24,3.25,Matches
26,Alexander Alvarado\7302ba2b,ec ECU,FWMF,Orlando City,20,1999,0.3,30,30,100,433.3,126.7,16.7,16.7,100,13.3,13.3,100,0,0,,0,0,0,0,0,0,0,3.33,Matches
27,Efrain Alvarez\3cd08ab7,mx MEX,FWMF,LA Galaxy,17,2002,8,33.5,46.8,71.7,695.1,245.1,14.1,17,83.1,11.5,14.3,80.7,7.25,13.4,54.2,0.13,0.24,-0.11,2.38,4.13,1.25,0,5.25,Matches
28,Luis Amarilla\fa66adb6,py PAR,FW,Minnesota Utd,24,1995,4.7,19.4,26.6,72.8,302.3,61.5,11.1,13.6,81.3,6.17,7.87,78.4,1.49,2.77,53.8,0.21,0.02,0.19,0.64,2.34,1.28,0,2.13,Matches
29,Frankie Amaya\2e8bd00c,us USA,MF,FC Cincinnati,19,2000,19.3,41.9,48.6,86.1,863.8,144.5,14.8,16.4,90.2,18.6,20.3,91.6,7.82,10.8,72.6,0,0.02,-0.02,0.52,2.23,0.36,0,2.23,Matches
30,Mikey Ambrose\f649d6aa,us USA,DF,Inter Miami,26,1993,3.4,32.9,40,82.4,621.5,325.6,14.7,16.8,87.7,14.1,16.2,87.3,4.12,5.59,73.7,0,0.03,-0.03,0.59,2.35,1.47,0.88,2.65,Matches
31,José Andrés Martínez\c8364e8e,ve VEN,MF,Philadelphia,25,1994,12.7,40.8,49,83.3,896.5,222.4,13.1,15.8,82.6,18.3,20.9,87.9,8.82,11,80,0.16,0.09,0.07,0.39,5.28,0.31,0.08,3.94,Matches
32,Jalil Anibaba\e44593b0,us USA,DF,Nashville,31,1988,6.5,28.9,38.5,75.2,645.1,260.5,7.85,9.08,86.4,14.9,17.8,83.6,5.85,10.9,53.5,0,0,0,0,2.46,0,0,2.92,Matches
33,Brian Anunga\17b28ec7,cm CMR,MF,Nashville,23,1996,8.7,39.4,44.6,88.4,698.4,132.6,18.6,20.1,92.6,16,17.5,91.4,4.37,5.63,77.6,0,0,0,0.11,2.41,0.11,0,2.41,Matches
34,Julian Araujo\8f4541c2,mx MEX,DFFW,LA Galaxy,18,2001,14.3,31,42,73.7,523.6,224.1,14.8,17.3,85.5,12.4,16.3,76,2.8,5.59,50,0.14,0.1,0.03,0.98,2.45,0.98,0.35,3.01,Matches
35,Luis Argudo\71e5d21d,us USA,MF,Inter Miami,24,1995,0.1,90,120,75,1660,70,40,50,80,40,40,100,10,10,100,0,0,0,0,10,0,0,0,Matches
36,Daniel Armando Ríos\078b2c07,mx MEX,FW,Nashville,24,1995,7.8,18.1,21.8,82.9,255,22.8,11.2,12.6,88.8,5.38,6.67,80.8,0.9,1.28,70,0,0.09,-0.09,0.77,0.26,0.13,0,0.64,Matches
37,Xavier Arreaga\7f2b7640,ec ECU,DF,Seattle,25,1994,12.7,52.3,57.1,91.6,1235.9,370.6,12.4,13.3,93.5,25.7,27,95,13.9,16.2,85.4,0.08,0.03,0.05,0.08,1.97,0.08,0,2.44,Matches
38,Paul Arriola\1bb2acce,us USA,MF,D.C. United,24,1995,0.2,60,80,75,935,420,20,25,80,35,45,77.8,0,5,0,0,0,0,0,10,0,0,10,Matches
39,Artur\ea6803c7,br BRA,MF,Columbus Crew,23,1996,20.3,52.9,59.8,88.4,1180.4,242.9,15.7,17.6,89.1,24.9,27,92,11.9,13.8,86.4,0.1,0.03,0.06,0.49,4.83,0.34,0,3.99,Matches
40,Yamil Asad\a444689a,ar ARG,MFFW,D.C. United,25,1994,17.5,35.6,46,77.4,632.6,175.1,17.8,20.3,87.6,12.2,15.3,79.8,4.86,8.63,56.3,0.11,0.07,0.04,0.8,3.31,1.31,0.29,3.49,Matches
41,Dairon Asprilla\218d336c,co COL,FWMF,Portland Timbers,27,1992,0.5,22,36,61.1,354,84,14,16,87.5,6,12,50,2,8,25,0,0,0,0,2,2,2,2,Matches
42,Joshua Atencio\1f084637,us USA,MFDF,Seattle,18,2002,0.2,160,175,91.4,3405,705,40,50,80,100,100,100,20,20,100,0,0,0,0,10,0,0,0,Matches
43,Jeff Attinella\4277b946,us USA,GK,Portland Timbers,31,1988,1,26,33,78.8,861,548,1,1,100,14,14,100,11,18,61.1,0,0,0,0,0,0,0,0,Matches
44,Eduard Atuesta\60990b81,co COL,MF,Los Angeles FC,22,1997,14.7,72.3,85.7,84.4,1384.1,413.1,29.8,32.9,90.5,31.8,35.7,89.1,10.1,14.6,69.3,0.14,0.13,0.01,1.5,9.52,2.79,0,9.86,Matches
45,Auro\b234cb0e,br BRA,DF,Toronto FC,24,1996,16.6,61.6,73.6,83.7,1032.8,373.1,29.8,32.3,92.2,24.8,27.7,89.8,5.24,9.76,53.7,0,0.14,-0.14,1.02,5.36,0.9,0.54,4.58,Matches
46,Micheal Azira\87c0db23,ug UGA,MF,Chicago Fire,32,1987,1.4,46.4,56.4,82.3,863.6,215.7,17.9,20,89.3,22.1,25.7,86.1,6.43,8.57,75,0,0,0,0,3.57,0.71,0,2.14,Matches
47,Dominique Badji\758ac389,sn SEN,FW,Nashville,27,1992,8.3,13,17.1,76.1,198.9,39.8,6.39,8.31,76.8,5.18,5.78,89.6,0.6,1.57,38.5,0.12,0.11,0.01,0.72,0.84,0.6,0.12,1.33,Matches
48,Zico Bailey\aa9e1161,us USA,DF,FC Cincinnati,19,2000,3.3,47.6,52.4,90.8,817.9,239.4,23,24.2,95,18.2,19.4,93.8,4.85,6.36,76.2,0,0.09,-0.09,0.91,3.03,1.52,0.3,2.73,Matches
49,Theo Bair\c724745e,ca CAN,FWMF,Vancouver,20,1999,4.9,14.7,19.2,76.6,207.6,31,9.18,10.8,84.9,4.69,6.73,69.7,0.41,0.61,66.7,0,0.02,-0.02,0.2,0.2,0.41,0.2,0.61,Matches
50,Corey Baird\2d0d1442,us USA,FWMF,Real Salt Lake,24,1996,17,25.2,33.2,75.9,391,94.8,14.5,17,85.1,8.71,11.5,75.9,1.47,2.94,50,0.12,0.11,0.01,0.94,1.53,0.71,0.24,2.18,Matches
51,Michael Baldisimo\894b41c5,ca CAN,MF,Vancouver,19,2000,7.8,45.6,55.1,82.8,1103.3,325.6,13.2,14.7,89.6,20.8,22.9,90.5,11.3,16.4,68.8,0,0.05,-0.05,0.64,4.36,0,0,3.21,Matches
52,Ezequiel Barco\7fa737c4,ar ARG,FWMF,Atlanta Utd,20,1999,11.5,43.6,52.5,82.9,740.3,163.4,23.9,27.3,87.6,12.6,14.8,85.3,5.91,8.26,71.6,0.17,0.06,0.11,1.22,2.52,2,0,4.78,Matches
53,Tom Barlow\da4821de,us USA,FW,NY Red Bulls,24,1995,10.8,14.3,20.3,70.3,188,29.9,8.43,11.3,74.6,4.07,5.83,69.8,0.46,0.74,62.5,0,0.05,-0.05,0.46,1.02,0.19,0,0.93,Matches
54,Álvaro Barreal\ffca53e1,ar ARG,FW,FC Cincinnati,19,2000,3.6,16.4,24.4,67,312.2,79.7,7.5,9.17,81.8,6.67,9.17,72.7,2.22,5.28,42.1,0,0,0,0,1.39,0.56,0.56,1.67,Matches
55,Michael Barrios\df782c79,co COL,FW,FC Dallas,28,1991,18.6,21.3,31.9,66.9,363.4,120.8,10.1,12.8,78.2,8.87,12,73.7,1.83,4.78,38.2,0.16,0.25,-0.09,2.04,1.24,2.2,0.65,3.06,Matches
56,Cole Bassett\2c8da8a1,us USA,MF,Colorado Rapids,18,2001,10.9,34.1,42.3,80.7,610.4,121.1,14.1,16.1,88,15.8,18,87.8,3.67,6.51,56.3,0.46,0.16,0.3,1.1,2.75,0.83,0.18,2.57,Matches
57,Clement Bayiha\ca9f2034,ca CAN,DFFW,Montreal Impact,20,1999,0.8,30,40,75,498.8,146.3,11.3,13.8,81.8,15,18.8,80,2.5,3.75,66.7,0,0,0,1.25,1.25,0,0,5,Matches
58,Tanner Beason\3f1b018e,us USA,DF,San Jose,22,1997,9,45.9,54.2,84.6,1077.1,367.2,9.56,11,86.9,25.6,27.8,92,10.7,14.6,73.3,0,0.01,-0.01,0.11,1.56,0.11,0.11,1.67,Matches
59,Brayan Beckeles\5a19e4b8,hn HON,DF,Nashville,34,1985,0.8,37.5,45,83.3,788.8,482.5,10,13.8,72.7,21.3,22.5,94.4,5,7.5,66.7,0,0,0,0,3.75,1.25,0,7.5,Matches
60,Kyle Beckerman\3485cb96,us USA,MF,Real Salt Lake,37,1982,4.3,42.1,50.5,83.4,776,149.5,19.3,22.3,86.5,14.9,16.3,91.4,7.21,9.77,73.8,0,0.02,-0.02,0.47,4.65,0.47,0.23,2.09,Matches
61,Alejandro Bedoya\9a6f8dfd,us USA,MF,Philadelphia,32,1987,20.3,40.4,51.3,78.7,700.4,244.8,19.5,22.8,85.3,16.4,19.8,82.8,3.94,5.91,66.7,0.1,0.2,-0.1,1.38,4.88,1.23,0.3,6.01,Matches
62,George Bello\aca0a525,us USA,DF,Atlanta Utd,18,2002,18.3,43.4,51.2,84.8,716,222.2,23.1,25.2,91.6,16.6,19.2,86.1,3.22,4.97,64.8,0.05,0.03,0.02,0.33,2.3,0.66,0.33,3.39,Matches
63,Jordan Bender\c4a74a57,us USA,MFFW,Orlando City,18,2001,0.5,14,22,63.6,280,138,6,8,75,6,10,60,2,2,100,0,0,0,2,2,2,2,2,Matches
64,Joe Bendik\c3e50b67,us USA,GK,Philadelphia,30,1989,1,12,27,44.4,561,430,1,1,100,3,3,100,8,23,34.8,0,0,0,0,1,0,0,0,Matches
65,Nicolas Benezet\30395d3b,fr FRA,FWMF,Colorado Rapids,28,1991,5.5,40,49.8,80.3,663.5,191.1,19.3,23.1,83.5,17.3,20.5,84.1,2.91,5.09,57.1,0.18,0.33,-0.15,2.55,3.64,3.64,0.73,6.18,Matches
66,Sebastian Berhalter\f33ee427,us USA,MF,Columbus Crew,18,2001,4.4,53.9,64.1,84,1195.7,222.3,16.1,18.4,87.7,25,27.3,91.7,12.3,16.6,74,0,0.02,-0.02,1.14,5.45,0.23,0,3.41,Matches
67,Robert Berić\9001138b,si SVN,FW,Chicago Fire,28,1991,21.4,16,22.6,70.8,236.5,38,8.27,10.6,78.3,4.95,6.87,72.1,1.31,2.1,62.2,0.05,0.09,-0.05,0.89,0.75,0.75,0.19,1.26,Matches
68,Matt Besler\8393a973,us USA,DF,Sporting KC,32,1987,9,61.9,70.3,88,1379.6,474.1,15.6,16.2,95.9,36,38.6,93.4,10,14.9,67.2,0,0,0,0,9.11,0.22,0,7.33,Matches
69,Nick Besler\cc9fa1a8,us USA,MFDF,Real Salt Lake,26,1993,6.3,37.5,44.4,84.3,715.2,196,15.4,17.5,88.2,16.8,18.9,89.1,4.76,7.3,65.2,0,0,0,0.16,3.33,0.32,0,2.38,Matches
70,Janio Bikel\7d944245,pt POR,MFDF,Vancouver,24,1995,10.5,31.7,39,81.2,597.3,185.6,12.1,14.2,85.2,15.6,18.1,86.3,3.62,5.43,66.7,0,0,0,0,2.67,0.1,0.1,2.57,Matches
71,Noah Billingsley\6bacc3bd,nz NZL,DF,Minnesota Utd,22,1997,0.1,50,60,83.3,1050,700,10,10,100,40,50,80,0,0,,0,0,0,0,0,0,0,0,Matches
72,David Bingham\7fd42a85,us USA,GK,LA Galaxy,30,1989,18,16.1,26.4,61.1,595.8,427.3,2.61,2.61,100,5.28,5.44,96.9,8.22,18.3,44.8,0.06,0,0.06,0.06,0.28,0,0,0,Matches
73,Luis Binks\36e88fbc,eng ENG,DF,Montreal Impact,18,2001,19.6,42,49,85.7,984.2,329.6,9.44,10.3,91.6,23.2,24.9,92.8,9.23,13,71.3,0,0.03,-0.03,0.1,2.91,0.1,0,2.35,Matches
74,Steve Birnbaum\26637ac8,us USA,DF,D.C. United,29,1991,10,46.1,53.2,86.7,957.9,354.5,13.7,14.8,92.6,25,28.3,88.3,7.2,9.6,75,0.1,0.03,0.07,0.1,2.4,0.1,0.1,2.9,Matches
75,José Bizama\fbcb25ab,cl CHI,DF,Houston Dynamo,25,1994,6.3,34.6,44.1,78.4,574.3,219.5,16.2,18.1,89.5,14.6,18.3,80,2.86,5.56,51.4,0,0.06,-0.06,0.63,2.22,0.48,0.48,3.17,Matches
76,Tristan Blackmon\7f35d14e,us USA,DF,Los Angeles FC,23,1996,10.9,47,57.8,81.3,954.3,372.3,18.9,21.4,88.4,17.9,21.2,84.4,9.36,13.2,70.8,0,0.05,-0.05,0.64,4.13,0.46,0.09,5.23,Matches
77,Andre Blake\b3b21a11,jm JAM,GK,Philadelphia,29,1990,21,17.3,30.1,57.5,654.7,449.4,1.52,1.52,100,6.86,7,98,8.9,21.5,41.4,0,0,0,0.05,0.24,0,0,0,Matches
78,Sebastián Blanco\4ddd0834,ar ARG,FWMF,Portland Timbers,31,1988,7.4,41.9,59.6,70.3,849.6,266.6,15,19.7,76,20.1,26.4,76.4,6.22,11.4,54.8,0.54,0.3,0.24,1.76,5.27,1.62,0.41,6.08,Matches
79,Latif Blessing\5153d32e,gh GHA,MFDF,Los Angeles FC,23,1996,19.1,46.6,54.2,86,767.6,252.8,21.9,24.6,88.9,21.7,24.3,89.4,2.25,3.09,72.9,0.1,0.11,-0.01,1.15,3.93,1.26,0.21,5.55,Matches
80,Emmanuel Boateng\25f77a5f,gh GHA,FWMF,Columbus Crew,26,1994,3.6,25,32.5,76.9,407.2,110.8,12.8,15.6,82.1,9.17,11.7,78.6,2.22,2.5,88.9,0,0.08,-0.08,1.67,0.56,0.56,0,2.78,Matches
81,Pablo Bonilla\da23cdc3,ve VEN,DF,Portland Timbers,20,1999,9.8,31.4,41,76.6,556.9,257.3,12.9,14.9,86.3,15.6,19.2,81.4,2.65,5.92,44.8,0.1,0.06,0.04,0.71,3.06,0.71,0.41,3.88,Matches
82,Alex Bono\aa28a396,us USA,GK,Toronto FC,25,1994,3,19.3,35.7,54.2,659,528.7,4.67,4.67,100,5.33,5.33,100,8.67,25,34.7,0,0,0,0,0.33,0,0,0,Matches
83,Jonathan Bornstein\79a6c95f,us USA,DF,Chicago Fire,35,1984,12.7,35.6,47.3,75.2,587.4,284.1,18.1,21.3,84.9,14.2,18.7,75.6,2.68,4.96,54,0.08,0.09,-0.01,0.55,1.5,1.1,0.63,2.76,Matches
84,Gustavo Bou\3dfcc735,ar ARG,MFFW,New England,29,1990,14.8,21.8,31.3,69.5,409.2,119.6,11.1,14.3,77.7,6.69,8.92,75,3.31,5.68,58.3,0.07,0.23,-0.16,2.23,2.16,1.62,0.34,3.38,Matches
85,Michael Boxall\6bfa0d3a,nz NZL,DF,Minnesota Utd,31,1988,19,32.3,36.8,87.6,712.8,234.6,9.26,10.2,91.2,15.8,17.6,89.9,6.63,8.05,82.4,0,0.01,-0.01,0.05,1.37,0.11,0,1.84,Matches
86,Michael Bradley\fd5e3a73,us USA,MF,Toronto FC,32,1987,11.8,73.6,81.2,90.6,1352.5,390.5,31,33.1,93.6,33.1,35.2,94,8.73,11.4,76.9,0,0.03,-0.03,0.68,5.93,1.1,0,5.68,Matches
87,Zachary Brault-Guillard\948a58c2,ca CAN,DF,Montreal Impact,21,1998,19.9,36.4,49.4,73.7,693.4,244.7,14.6,17.1,85.3,17.2,21.7,79.4,4.42,8.34,53,0,0.1,-0.1,0.85,2.01,1.06,0.45,3.37,Matches
88,Bressan\3db1684c,br BRA,DF,FC Dallas,27,1993,13,53.9,61.2,88.1,1206.7,376.2,14,15.7,89.2,28.9,30.6,94.5,10.8,14.3,75.3,0.08,0,0.08,0,1.85,0.08,0,2.23,Matches
89,Frédéric Brillant\5b14180f,fr FRA,DF,D.C. United,34,1985,18.7,38.8,46.7,83,850.3,309.9,10.3,11.6,88.9,20.9,23.4,89.5,7.11,10.9,65.5,0,0,0,0,2.19,0.05,0,1.44,Matches
90,Brandt Bronico\bd4460b1,us USA,DFMF,Chicago Fire,24,1995,3.1,46.8,61,76.7,914.2,298.4,16.8,19.4,86.7,24.5,28.7,85.4,5.16,10.3,50,0,0,0,0.32,2.9,0.32,0.32,4.19,Matches
91,Will Bruin\87a6ac29,us USA,FWMF,Seattle,30,1989,6.3,16.3,23.7,69.1,255.2,55.1,9.05,12.2,74,3.97,5.71,69.4,2.06,3.02,68.4,0,0.1,-0.1,0.95,1.75,0.16,0,1.43,Matches
92,Tajon Buchanan\3aca6420,ca CAN,FWDF,New England,20,1999,12.1,22,30.6,71.9,310.2,47.4,13.2,16.1,82.1,7.11,9.17,77.5,0.99,2.23,44.4,0.17,0.14,0.02,0.83,0.41,0.66,0.33,0.83,Matches
93,Adam Buksa\3b676989,pl POL,FW,New England,23,1996,16.7,13,17.7,73.3,211.7,47.7,6.77,8.86,76.4,4.55,6.05,75.2,1.32,1.68,78.6,0.06,0.12,-0.06,0.96,1.2,0.42,0,1.68,Matches
94,Teal Bunbury\3077fce8,us USA,FWMF,New England,29,1990,16.2,23.2,30.5,76.1,344.5,57.3,13.8,16.4,84.2,7.28,10.1,72,1.3,2.16,60,0.06,0.1,-0.04,0.86,0.99,0.56,0.19,1.48,Matches
95,Cory Burke\39fde61c,jm JAM,FW,Philadelphia,28,1991,1.3,16.9,27.7,61.1,236.9,83.1,10.8,14.6,73.7,6.15,12.3,50,0,0,,0,0,0,0,2.31,0.77,0,3.85,Matches
96,Evan Bush\69a57596,us USA,GK,Vancouver,33,1986,8,25.3,33,76.5,800.4,503,3.63,3.63,100,11.3,11.3,100,10.4,18.1,57.2,0,0,0,0,0.13,0,0,0,Matches
97,Gianluca Busio\4a0b7f07,us USA,MFFW,Sporting KC,17,2002,14.1,42.3,51.1,82.7,885,214.1,13.3,15,89.1,20.7,23,90.1,7.73,11.6,66.9,0.21,0.13,0.09,1.06,4.54,1.28,0.14,4.4,Matches
98,Alexander Büttner\a44f7c60,nl NED,DF,New England,30,1989,13.9,46,61.4,74.8,922.8,346.7,20.1,23.7,84.8,18.6,22.7,81.6,7.12,13.4,53.2,0.22,0.12,0.09,1.87,3.53,1.44,0.86,4.96,Matches
99,Handwalla Bwana\b56080ee,us USA,FWMF,Nashville,22,1997,0.5,26,34,76.5,380,120,12,14,85.7,12,14,85.7,0,0,,0,0.2,-0.2,2,2,4,2,4,Matches
100,Handwalla Bwana\b56080ee,us USA,FWMF,Seattle,22,1997,2,29,38,76.3,418,73,18.5,21.5,86,8,10,80,1.5,2,75,0,0.25,-0.25,1,0.5,1,0,2,Matches
101,Brandon Bye\9fcd12af,us USA,DF,New England,24,1995,18.2,41.8,57.6,72.4,717,352.6,20.3,24.3,83.7,16.6,22.1,74.9,4.23,8.63,49,0.05,0.17,-0.12,0.93,3.96,1.21,0.77,5.88,Matches
102,Víctor Cabrera\2332941c,ar ARG,DF,Houston Dynamo,26,1993,7.3,49,58.4,84,1205.6,413,11,13,84.2,24.2,26.2,92.7,13.6,18.5,73.3,0,0,0,0.14,2.05,0.14,0,2.33,Matches
103,Chris Cadden\25a40b06,sct SCO,DF,Columbus Crew,23,1996,3.9,45.6,55.6,82,893.3,404.9,15.9,17.7,89.9,23.6,29.2,80.7,5.64,7.69,73.3,0,0.05,-0.05,0.77,2.31,0.77,0.51,6.67,Matches
104,Jhonder Cádiz\e8edfdc9,ve VEN,FW,Nashville,24,1995,2.5,14,20.4,68.6,223.2,32,7.2,9.6,75,5.2,8,65,1.2,1.6,75,0,0,0,0,0.4,0,0,1.2,Matches
105,Scott Caldwell\4a54592d,us USA,MF,New England,28,1991,12.8,47.7,54.5,87.5,984.9,248.6,15.1,17.8,84.6,23,24.7,93.4,8.28,10.1,82.2,0,0.03,-0.03,0.31,4.92,0.55,0,4.45,Matches
106,Alexander Callens\af34f10d,pe PER,DF,NYCFC,27,1992,21.5,47.7,54.2,88,971.8,379.1,18.2,19.5,93.1,21.1,22.1,95.4,7.77,11.3,69,0,0,0,0.05,2.79,0.05,0,3.12,Matches
107,Eric Calvillo\f984f68b,sv SLV,MFFW,San Jose,22,1998,2.1,39.5,48.1,82.2,823.3,161.9,16.2,17.6,91.9,13.8,15.7,87.9,8.1,12.4,65.4,0,0,0,0.95,4.76,0.95,0,3.33,Matches
108,Francisco Calvo\706bd23f,cr CRC,DF,Chicago Fire,27,1992,21.2,51,62.9,81.1,1229.1,455.4,11.8,13.2,89.6,26.2,29.4,89.2,12.7,19.6,65.1,0.05,0,0.04,0.14,3.96,0.33,0,3.49,Matches
109,Rudy Camacho\6ad16d47,fr FRA,DFMF,Montreal Impact,28,1991,13.2,48,54.6,87.8,1083.3,441.6,12.9,14.3,89.9,24.5,26.7,91.8,10.2,12.9,78.8,0,0.02,-0.02,0.23,5.45,0.38,0,4.24,Matches
110,George Campbell\45e1a597,us USA,DF,Atlanta Utd,18,2001,0.5,76,94,80.9,1692,352,26,30,86.7,34,40,85,16,22,72.7,0,0,0,0,6,0,0,8,Matches
111,Reggie Cannon\ad9ffc7e,us USA,DF,FC Dallas,21,1998,5,42.4,49.8,85.1,785.4,231,17,18.8,90.4,21,23.8,88.2,4.2,6,70,0.2,0.1,0.1,0.8,2.4,1.2,0.6,2.4,Matches
112,Russell Canouse\ec730d9a,us USA,DFMF,D.C. United,24,1995,13.7,40.3,47.9,84.1,788.2,243.6,16.1,17.9,89.8,18.5,20.5,90,5.47,8.18,67,0,0.01,-0.01,0.36,2.7,0.44,0.36,4.01,Matches
113,Antonio Carlos\949fe1e8,br BRA,DF,Orlando City,26,1993,18.2,39,46.7,83.4,912.1,348.7,8.96,10.4,86.2,21.3,23.1,91.9,8.57,12.5,68.7,0.05,0.02,0.04,0.11,2.53,0.22,0.05,2.69,Matches
114,Julián Carranza\3e9ae1db,ar ARG,FW,Inter Miami,19,2000,6.1,10,13.6,73.5,166.4,29.2,5.9,7.21,81.8,2.79,3.44,81,1.15,1.8,63.6,0,0.03,-0.03,0.66,0.82,0,0,0.82,Matches
115,Julio Cascante\cc120b4f,cr CRC,DF,Portland Timbers,26,1993,4.5,23.3,29.6,78.9,589.8,198,4.44,4.89,90.9,11.3,12.4,91.1,7.56,11.8,64.2,0,0.02,-0.02,0.44,2,0,0,1.33,Matches
116,Cristian Cásseres Jr.\f86fe8c1,ve VEN,MF,NY Red Bulls,20,2000,14.6,36.5,47.6,76.7,574.5,197.2,20.6,24.2,85,11.5,14.9,77.1,3.08,5.14,60,0.14,0.08,0.06,0.62,5,0.62,0.14,4.59,Matches
117,Valentín Castellanos\da76bab4,ar ARG,FW,NYCFC,21,1998,14.9,16.4,23.6,69.6,246.5,47.4,10.4,13,79.9,3.49,5.91,59.1,1.81,2.62,69.2,0.13,0.15,-0.02,1.14,0.94,0.74,0,1.48,Matches
118,Edgar Castillo\3cdde01b,us USA,DF,Atlanta Utd,33,1986,1.6,48.8,58.1,83.9,808.8,270.6,23.1,26.9,86,21.3,23.8,89.5,3.75,5.63,66.7,0,0,0,0,5,1.25,1.25,4.38,Matches
119,Manuel Castro\654973c7,uy URU,FWMF,Atlanta Utd,24,1995,2.9,17.9,26.6,67.5,269.3,33.1,10.3,13.1,78.9,5.86,7.24,81,1.03,2.07,50,0,0.07,-0.07,1.03,0.34,0,0,0,Matches
120,Lucas Cavallini\dd8de641,ca CAN,FW,Vancouver,27,1992,16.2,10.8,15.8,68.4,171.2,23,5.93,8.27,71.6,3.09,4.07,75.8,1.23,1.79,69,0,0.05,-0.05,0.56,0.86,0.12,0,0.74,Matches
121,Darwin Cerén\a58de3f0,sv SLV,MF,Houston Dynamo,30,1989,17,40.8,49.1,83.1,865.9,204.9,14.5,17.1,84.5,17.2,19.7,87.2,8.35,10.3,81.1,0.12,0.07,0.05,0.88,4.29,0.59,0.06,3.59,Matches
122,Edwin Cerrillo\bd060315,us USA,MF,FC Dallas,19,2000,0.2,20,30,66.7,300,115,15,15,100,5,10,50,0,5,0,0,0,0,0,5,0,0,5,Matches
123,Thomás Chacón\1f9a7dfc,uy URU,FWMF,Minnesota Utd,19,2000,1.9,18.4,23.2,79.5,335.3,95.3,8.42,8.95,94.1,7.37,8.95,82.4,1.58,3.68,42.9,0,0,0,0,1.58,2.11,0.53,3.68,Matches
124,Maikel Chang\04cc9edd,cu CUB,FWMF,Real Salt Lake,28,1991,12.3,24.6,34.7,70.7,455.6,145.1,12,14.5,83.1,8.37,11.5,72.5,3.9,6.75,57.8,0.33,0.27,0.06,2.76,1.79,2.03,1.06,3.25,Matches
125,Maxime Chanot\ca366055,lu LUX,DF,NYCFC,30,1989,19,44.4,51.2,86.7,945.4,324.3,11.9,12.9,92.2,25.5,27.6,92.2,6.79,10.1,67.5,0,0.03,-0.03,0.26,3.53,0.11,0,3.58,Matches
126,Jay Chapman\3bb4d381,ca CAN,MF,Inter Miami,26,1994,2.3,44.3,50.4,87.9,805.2,188.7,20.9,22.2,94.1,18.7,21.3,87.8,4.78,6.96,68.8,0,0.09,-0.09,0.43,6.52,0.43,0,4.35,Matches
127,Diego Chará\6260cc9d,co COL,MF,Portland Timbers,33,1986,20,51.1,57.7,88.6,1031.5,362.1,17.9,19.4,92,24.8,26.6,93.1,7.7,10.2,75.5,0.2,0.07,0.13,0.45,6.1,0.45,0.05,5.45,Matches
128,Yimmi Chará\9df9baab,co COL,FWMF,Portland Timbers,28,1991,13.7,38.5,44.6,86.3,631.6,177.3,20.4,22.6,90.3,14.3,15.8,90.3,3.07,4.38,70,0.29,0.19,0.1,1.31,2.55,2.12,0.51,4.89,Matches
